Date,Water_Level_m,Temperature_C,Rainfall_mm,pH,Dissolved_Oxygen_mg_L
2023-01-01,2.1248357076505617,-0.6018307078287544,26.958452550976816,6.948385668397829,8.282231356396466
2023-01-02,2.0999549168095726,0.3965782831551856,15.30693156450902,6.952946330179949,7.9982295394428755
2023-01-03,2.146120690641298,0.13976772205181318,29.2638462384634,6.912783239056611,8.173988744566904
2023-01-04,2.196755888424797,0.3278328291419289,8.246141979599617,6.9724474326149295,8.079536877582035
2023-01-05,2.1157648587363607,-0.917756434024958,35.6541937358938,6.962424275012466,8.42572564547567
2023-01-06,2.1226338114932,0.33896306358621625,30.179271527427133,6.976828334065326,8.058171746398768
2023-01-07,2.2201694319841607,1.1096347995055373,28.1042533870948,6.900316650677885,7.895903612387699
2023-01-08,2.1864486595345682,2.5997923347694853,35.46152522407052,7.0013828787109995,8.065535404755838
2023-01-09,2.1314713356483073,1.9224227226442938,42.38001916990049,6.958197218425908,8.19595644167795
2023-01-10,2.1889411889924855,3.773729730223378,35.959634716115374,6.984526293697389,8.051745933185623
2023-01-11,2.1455104340406956,-0.5466257399364699,7.497851093276953,6.942938145193754,8.053386298569956
2023-01-12,2.152262962870938,1.973316119916182,13.201483079895732,6.977365368211142,7.834732163987643
2023-01-13,2.1945156959958845,1.000287733882253,19.8397263109553,6.945415205220043,7.850580274185265
2023-01-14,2.0936217020528245,4.070418685540794,26.439481930679765,6.955381763643228,7.632789847031521
2023-01-15,2.1099079545281945,-0.36629358187888095,31.445820973922,7.0075113963081055,8.58256533064839
2023-01-16,2.1749076015599296,-0.35298935667775744,19.102451978355454,6.96679074758913,7.6886542161958005
2023-01-17,2.1592485538733888,0.06794399886693381,28.318217095320232,6.976326679441617,7.858062506595293
2023-01-18,2.2324706083880055,-2.158371058992183,18.987379467675567,6.990753002965424,7.854532765384186
2023-01-19,2.1782251698503132,0.2992795553909462,20.516690101948647,6.984638912484727,8.342653137259157
2023-01-20,2.159879320427741,0.009652656021101436,12.655916504045248,6.979107279201774,7.989811799809094
2023-01-21,2.310645075808715,1.4343818885055202,17.580854352077772,6.984771747521852,
