Date,Water_Level_m,Temperature_C,Rainfall_mm,pH,Dissolved_Oxygen_mg_L
2022-10-04,2.022839218320495,13.92348398934344,0.7268875691079367,6.963423812239455,8.814341113045407
2022-10-05,2.027017833534246,13.80584988451108,3.20849921105943,7.00998818561146,8.73620958133391
2022-10-06,1.968853683050861,11.58145262749581,3.483863459929281,6.86737513222415,8.718526012726715
2022-10-07,1.88457635282462,12.545831928811822,1.3852086976662703,6.885101257497184,8.775815671175677
2022-10-08,1.9566917631317424,13.6339396269601,3.161049900985232,6.882200221376884,8.835497241907798
2022-10-09,1.890696956747942,12.78316381044439,0.36214309856525114,7.005391624636662,8.76192074351093
2022-10-10,1.9687720919420912,13.80187889396424,1.832948743152554,6.985429188171124,8.723023901768842
2022-10-11,1.879788737533083,14.654518772093012,0.854930210292524,6.974413346939527,8.852438510862594
2022-10-12,1.85966579621374,13.414989069614264,1.8795550757271424,6.960845348882513,8.767856403588266
2022-10-13,1.8396593444465495,13.045618451336065,1.5543598583141183,6.97486427382218,8.83080004071358
2022-10-14,1.9056291684941322,13.336471810463991,4.364402685250444,6.95383921349884,8.784537758784841
2022-10-15,1.7587830490212004,12.87930777592429,7.039622941584852,6.994503728636735,8.86877073215284
2022-10-16,1.8598424260338084,13.313884847957777,1.8236166540166258,6.868352516447817,8.836043236059556
2022-10-17,1.7423985160591099,14.249432658097585,0.8037628834419519,6.999719131464478,8.72085741695427
2022-10-18,1.78912444390916,12.433036450098555,2.3703358827725945,6.94054699052554,8.809315525211915
2022-10-19,1.724950150914946,13.931753744655883,1.9332214316651854,6.892095907412701,8.749514682490514
2022-10-20,1.7922246835928003,14.04353392437346,1.442345209707834,7.030560938482161,8.799757753335505
2022-10-21,1.72085741695427,13.84752636257321,11.393452441295864,6.920215759714856,8.75052994472659
2022-10-22,1.7315867992754662,13.785313936338374,10.60337851996792,6.974950150914946,8.824222067576964
2022-10-23,1.6625056771801825,13.788537552998744,3.7552718306076113,6.966762391321727,8.761596773539828
2022-10-24,1.6162391321727115,13.435868351586482,7.409383633261763,6.944208226922247,8.78912444390916
2022-10-25,1.688739191798315,13.568285521092657,3.167233777017299,6.994073356880018,8.868739191798315
2022-10-26,1.558064973307559,13.344840212003847,2.228026723223021,6.93881729352701,8.77535568114946
2022-10-27,1.5797274885741585,13.250567786407983,10.607421946006454,6.969634994263001,8.79090629532822
2022-10-28,1.6021876406523456,14.075990218764065,2.4636979268393856,6.985651581452627,8.729959604168054
2022-10-29,1.5830114258415148,12.783111812845618,3.7228229153545167,6.974960309100874,8.810567718018252
2022-10-30,1.530337851996792,14.167512752102925,2.775351740974556,6.944778393523589,8.730337851996792
2022-10-31,1.517351740974556,12.28585481741584,2.580649733075591,6.879792275338101,8.790072049870125
2022-11-01,1.5354972419077983,13.064560706248981,8.441052671510368,6.892794711917983,8.749021575971486
2022-11-02,1.4398280315867992,12.791599388187155,1.066487198751478,6.8680786523454325,8.857610360341118
2022-11-03,1.4987012574958136,13.111812845618464,1.8109318464548405,6.953051468249051,8.835497241907798
2022-11-04,1.401825166558948,13.045618451336065,8.151749454833442,6.949011425841514,8.761046465494776
2022-11-05,1.4116954270055273,14.179831118128456,1.4878233777017299,6.996164284478605,8.802187640652346
2022-11-06,1.3853381014376994,13.178233777017299,2.21575971485623,7.031586799275466,8.764516773539828
2022-11-07,1.388739191798315,13.435868351586482,0.9850190479101895,6.94960309100874,8.825226256179435
2022-11-08,1.3324648259025444,13.250567786407983,5.328229153545167,6.956773539827945,8.801825166558948
2022-11-10,1.3414246835928003,13.84752636257321,11.393452441295864,6.920215759714856,8.75052994472659
2022-11-11,1.2645167735398279,13.785313936338374,10.60337851996792,6.974950150914946,8.824222067576964
2022-11-12,1.3282291535451665,13.80584988451108,10.607994263155168,7.00998818561146,8.73620958133391
2022-11-13,1.3115967735398279,13.568285521092657,3.167233777017299,6.994073356880018,8.868739191798315
2022-11-14,1.27535568114946,13.298628031586799,1.3852086976662703,6.943919179831118,8.810567718018252
2022-11-15,1.2354972419077983,12.78316381044439,3.674932317138356,7.005391624636662,8.76192074351093
2022-11-16,1.1961642844786047,13.80187889396424,10.158428209892187,6.985429188171124,8.723023901768842
2022-11-17,1.26877073215284,13.414989069614264,1.8795550757271424,6.960845348882513,8.767856403588266
2022-11-18,1.229959604168054,13.045618451336065,1.5543598583141183,6.97486427382218,8.83080004071358
2022-11-19,1.1917983111812846,14.249432658097585,5.161048701955395,6.999719131464478,8.72085741695427
2022-11-20,1.168739191798315,12.433036450098555,2.3703358827725945,6.94054699052554,8.809315525211915
